title,price,image_url,rating,description 
"We Love You, Charlie Freeman",£50.27,http://books.toscrape.com//media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg,Five,"The Freeman family--Charles, Laurel, and their daughters, teenage Charlotte and nine-year-old Callie--have been invited to the Toneybee Institute in rural Massachusetts to participate in a research experiment. They will live in an apartment on campus with Charlie, a young chimp abandoned by his mother. The Freemans were selected for the experiment because they know sign la The Freeman family--Charles, Laurel, and their daughters, teenage Charlotte and nine-year-old Callie--have been invited to the Toneybee Institute in rural Massachusetts to participate in a research experiment. They will live in an apartment on campus with Charlie, a young chimp abandoned by his mother. The Freemans were selected for the experiment because they know sign language; they are supposed to teach it to Charlie and welcome him as a member of their family. Isolated in their new, nearly all-white community not just by their race but by their strange living situation, the Freemans come undone. And when Charlotte discovers the truth about the Institute’s history of questionable studies, the secrets of the past begin to invade the present. The power of this novel resides in Kaitlyn Greenidge’s undeniable storytelling talents. What appears to be a story of mothers and daughters, of sisterhood put to the test, of adolescent love and grown-up misconduct, and of history’s long reach, becomes a provocative and compelling exploration of America’s failure to find a language to talk about race. ...more",8d455c7539795d2a,Books,£50.27,£50.27,£0.00,In stock (16 available),0
Unicorn Tracks,£18.78,http://books.toscrape.com//media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg,Three,"After a savage attack drives her from her home, sixteen-year-old Mnemba finds a place in her cousin Tumelo’s successful safari business, where she quickly excels as a guide. Surrounding herself with nature and the mystical animals inhabiting the savannah not only allows Mnemba’s tracking skills to shine, it helps her to hide from the terrible memories that haunt her.Mnemba After a savage attack drives her from her home, sixteen-year-old Mnemba finds a place in her cousin Tumelo’s successful safari business, where she quickly excels as a guide. Surrounding herself with nature and the mystical animals inhabiting the savannah not only allows Mnemba’s tracking skills to shine, it helps her to hide from the terrible memories that haunt her.Mnemba is employed to guide Mr. Harving and his daughter, Kara, through the wilderness as they study unicorns. The young women are drawn to each other, despite that fact that Kara is betrothed. During their research, they discover a conspiracy by a group of poachers to capture the Unicorns and exploit their supernatural strength to build a railway. Together, they must find a way to protect the creatures Kara adores while resisting the love they know they can never indulge. ...more",7ae099f3898e0209,Books,£18.78,£18.78,£0.00,In stock (16 available),0
When We Collided,£31.77,http://books.toscrape.com//media/cache/17/db/17db3de71e8217d4277a9328b04f56cf.jpg,One,"We are seventeen and shattered and still dancing. We have messy, throbbing hearts, and we are stronger than anyone could ever know…Jonah never thought a girl like Vivi would come along.Vivi didn’t know Jonah would light up her world.Neither of them expected a summer like this…a summer that would rewrite their futures.In an unflinching story about new love, old wounds, and We are seventeen and shattered and still dancing. We have messy, throbbing hearts, and we are stronger than anyone could ever know…Jonah never thought a girl like Vivi would come along.Vivi didn’t know Jonah would light up her world.Neither of them expected a summer like this…a summer that would rewrite their futures.In an unflinching story about new love, old wounds, and forces beyond our control, two teens find that when you collide with the right person at just the right time, it will change you forever. ...more",3ecb690d1542c568,Books,£31.77,£31.77,£0.00,In stock (16 available),0
Without Borders (Wanderlove #1),£45.07,http://books.toscrape.com//media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg,Two,"For Annie London, a month in a Central American rainforest means handing out mosquito nets, giving medical aid, and teaching children about the birds and the bees. With any luck, it will also land her application in the “accepted” pile at a top tier medical school. But as soon as she steps off the plane, Annie realizes her bug spray, feeble Spanish, and medical supplies wo For Annie London, a month in a Central American rainforest means handing out mosquito nets, giving medical aid, and teaching children about the birds and the bees. With any luck, it will also land her application in the “accepted” pile at a top tier medical school. But as soon as she steps off the plane, Annie realizes her bug spray, feeble Spanish, and medical supplies won’t help her deal with her new feelings for Felipe—her best friend's older brother, who's much hotter than she remembers, and who also happens to be the doctor in charge of the trip.Gawking “volun-tourists” may keep his family’s medical clinic afloat, but Dr. Felipe Gutierrez doesn’t have to like them. Or the way they make snap judgments about his practice and the people he cares for. But when his old crush, Annie, shows up to volunteer, her killer curves and kind smile fan the embers of a flame Felipe didn’t realize he’d been carrying. A flame that makes him question all his preconceived notions.As ideas and cultures clash, Annie and Felipe must decide how far outside their comfort zones they are willing to go—both for their work and for one another. ...more",acddfeab2a407640,Books,£45.07,£45.07,£0.00,In stock (16 available),0
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,£23.11,http://books.toscrape.com//media/cache/71/45/71451e3bba61a8d888a4a2c6526a4bcf.jpg,Five,"There is a cosmic alarm clock going off around the world! #HigherSelfie's aim is to unite all those waking up spiritually in this digital age. This book is a guide to love, connection, and kickass surrendered action for young people who have at least a toe in the door of spirituality. With a no-nonsense approach and full of wit and humor, this book shares age-old concepts There is a cosmic alarm clock going off around the world! #HigherSelfie's aim is to unite all those waking up spiritually in this digital age. This book is a guide to love, connection, and kickass surrendered action for young people who have at least a toe in the door of spirituality. With a no-nonsense approach and full of wit and humor, this book shares age-old concepts in a language that is accessible to the modern spiritual audience. Whether you have just bought a yoga mat or have been meditating for years, this book will offer you guidance and support, whatever stage of the journey you're at. Life coaches Jo Westwood and Lucy Sheridan touch upon timeless topics such as forgiveness, surrender and the ego, as well as subjects specific to the current age, such as using social media in a healthy way, finding a like-minded tribe, and following your own spiritual and life paths without comparing yourself to others. Whether you're a Reiki master, climbing the corporate ladder or working in a suburban garden center #HigherSelfie will be the perfect ‘gateway drug’ for those looking for something deeper and more meaningful. ...more",c27f6e1f185b0383,Books,£23.11,£23.11,£0.00,In stock (17 available),0
Private Paris (Private #10),£47.61,http://books.toscrape.com//media/cache/05/87/0587ab519222a61f803fa4570c325ad2.jpg,Five,"Paris is burning--and only Private's Jack Morgan can put out the fire.When Jack Morgan stops by Private's Paris office, he envisions a quick hello during an otherwise relaxing trip filled with fine food and sightseeing. But Jack is quickly pressed into duty after a call from his client Sherman Wilkerson, asking Jack to track down his young granddaughter who is on the run f Paris is burning--and only Private's Jack Morgan can put out the fire.When Jack Morgan stops by Private's Paris office, he envisions a quick hello during an otherwise relaxing trip filled with fine food and sightseeing. But Jack is quickly pressed into duty after a call from his client Sherman Wilkerson, asking Jack to track down his young granddaughter who is on the run from a brutal drug dealer.Before Jack can locate her, several members of France's cultural elite are found dead--murdered in stunning, symbolic fashion. The only link between the crimes is a mysterious graffiti tag. As religious and ethnic tensions simmer in the City of Lights, only Jack and his Private team can connect the dots before the smoldering powder keg explodes. ...more",b12b89017878a60d,Books,£47.61,£47.61,£0.00,In stock (17 available),0
Reasons to Stay Alive,£26.41,http://books.toscrape.com//media/cache/f5/3c/f53c7d21723c860cfbca2b539bc55b8f.jpg,Two,"I want life. I want to read it and write it and feel it and live it. I want, for as much of the time as possible in this blink-of-an-eye existence we have, to feel all that can be felt. I hate depression. I am scared of it. Terrified, in fact. But at the same time, it has made me who I am. And if - for me - it is the price of feeling life, it's a price always worth paying. I want life. I want to read it and write it and feel it and live it. I want, for as much of the time as possible in this blink-of-an-eye existence we have, to feel all that can be felt. I hate depression. I am scared of it. Terrified, in fact. But at the same time, it has made me who I am. And if - for me - it is the price of feeling life, it's a price always worth paying.Reasons to Stay Alive is about making the most of your time on earth. In the western world the suicide rate is highest amongst men under the age of 35. Matt Haig could have added to that statistic when, aged 24, he found himself staring at a cliff-edge about to jump off. This is the story of why he didn't, how he recovered and learned to live with anxiety and depression. It's also an upbeat, joyous and very funny exploration of how live better, love better, read better and feel more. ...more",c8f7f0cb1abb9cac,Books,£26.41,£26.41,£0.00,In stock (17 available),0
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,£41.83,http://books.toscrape.com//media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,Four,"Marie Kondo’s unique KonMari Method of tidying up is nothing short of life-changing—and her first book, The Life-Changing Magic of Tidying Up, has become a worldwide sensation. In Spark Joy, Kondo presents an in-depth, illustrated manual on how to declutter and organize specific items throughout the house, from kitchen and bathroom items to work-related papers and hobby co Marie Kondo’s unique KonMari Method of tidying up is nothing short of life-changing—and her first book, The Life-Changing Magic of Tidying Up, has become a worldwide sensation. In Spark Joy, Kondo presents an in-depth, illustrated manual on how to declutter and organize specific items throughout the house, from kitchen and bathroom items to work-related papers and hobby collections. User-friendly line drawings illustrate Kondo’s patented folding method as it applies to shirts, pants, socks, and jackets, as well as images of properly organized drawers, closets, and cabinets. This book is perfect for anyone who wants a home—and life—that sparks joy. ...more",87b0615b6e1f4d7b,Books,£41.83,£41.83,£0.00,In stock (16 available),0
The Art Forger,£40.76,http://books.toscrape.com//media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,Three,"On March 18, 1990, thirteen works of art today worth over $500 million were stolen from the Isabella Stewart Gardner Museum in Boston. It remains the largest unsolved art heist in history, and Claire Roth, a struggling young artist, is about to discover that there’s more to this crime than meets the eye.Making a living reproducing famous artworks for a popular online retai On March 18, 1990, thirteen works of art today worth over $500 million were stolen from the Isabella Stewart Gardner Museum in Boston. It remains the largest unsolved art heist in history, and Claire Roth, a struggling young artist, is about to discover that there’s more to this crime than meets the eye.Making a living reproducing famous artworks for a popular online retailer and desperate to improve her situation, Claire is lured into a Faustian bargain with Aiden Markel, a powerful gallery owner. She agrees to forge a painting—a Degas masterpiece stolen from the Gardner Museum—in exchange for a one-woman show in his renowned gallery. But when that very same long-missing Degas painting is delivered to Claire’s studio, she begins to suspect that it may itself be a forgery.Her desperate search for the truth leads Claire into a labyrinth of deceit where secrets hidden since the late nineteenth century may be the only evidence that can now save her life. ...more",80cfab6bcff3a244,Books,£40.76,£40.76,£0.00,In stock (16 available),0
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,£19.73,http://books.toscrape.com//media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,One,"The Age of Genius explores the eventful intertwining of outward event and inner intellectual life to tell, in all its richness and depth, the story of the 17th century in Europe. It was a time of creativity unparalleled in history before or since, from science to the arts, from philosophy to politics. Acclaimed philosopher and historian A.C. Grayling points to three primar The Age of Genius explores the eventful intertwining of outward event and inner intellectual life to tell, in all its richness and depth, the story of the 17th century in Europe. It was a time of creativity unparalleled in history before or since, from science to the arts, from philosophy to politics. Acclaimed philosopher and historian A.C. Grayling points to three primary factors that led to the rise of vernacular (popular) languages in philosophy, theology, science, and literature; the rise of the individual as a general and not merely an aristocratic type; and the invention and application of instruments and measurement in the study of the natural world.Grayling vividly reconstructs this unprecedented era and breathes new life into the major figures of the seventeenth century intelligentsia who span literature, music, science, art, and philosophy--Shakespeare, Monteverdi, Galileo, Rembrandt, Locke, Newton, Descartes, Vermeer, Hobbes, Milton, and Cervantes, among many more. During this century, a fundamentally new way of perceiving the world emerged as reason rose to prominence over tradition, and the rights of the individual took center stage in philosophy and politics, a paradigmatic shift that would define Western thought for centuries to come. ...more",a3d2a4250807f1e9,Books,£19.73,£19.73,£0.00,In stock (16 available),0
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,£32.24,http://books.toscrape.com//media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,Five,"Change and anger are in the air. Looking for answers to today’s wrenching challenges, William Martin turns to the Tao Te Ching and finds that while Taoism is known for its quiet, enigmatic wisdom, the Tao can also have the cleansing force of a rushing river.Through his interpretation of this ancient Chinese text, Martin elucidates revolutionary messages condemning power-se Change and anger are in the air. Looking for answers to today’s wrenching challenges, William Martin turns to the Tao Te Ching and finds that while Taoism is known for its quiet, enigmatic wisdom, the Tao can also have the cleansing force of a rushing river.Through his interpretation of this ancient Chinese text, Martin elucidates revolutionary messages condemning power-seeking and greed. He emphasizes that humans have a “natural virtue” that can help them heal the planet; shows how Taoism’s simplicity can be subversive and its flexibility a potent force; and reassures that “when injustice is the rule, justice always lies in wait.”Provocative and stirring, Martin’s Tao flows within and through those who ride the waves of anger and frustration and gently guides them to true freedom.“We have learned the secret of transformation: Injustice feeds our determination. Hate increases our love. Wounds bring forth our healing, and fear uncovers our courage and serenity.”— from The Activist’s Tao Te Ching ...more",7d6d2a6c0276f81b,Books,£32.24,£32.24,£0.00,In stock (16 available),0
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40,http://books.toscrape.com//media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg,Three,"Having survived the end of the world, the Queens follow Hannah back to where it all began: Mage University. A long perilous journey awaits the Rat Queens as they attempt to find out what happened to Hannah's father while battling their own demons. Collects RAT QUEENS #11-15",c82a3e358c773c73,Books,£50.40,£50.40,£0.00,In stock (16 available),0
Reskilling America: Learning to Labor in the Twenty-First Century,£19.83,http://books.toscrape.com//media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,Two,"From Katherine Newman, award-winning author of No Shame in My Game, and sociologist Hella Winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational trainingAfter decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the United States is now on the verge of an industrial renaissance. But w From Katherine Newman, award-winning author of No Shame in My Game, and sociologist Hella Winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational trainingAfter decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the United States is now on the verge of an industrial renaissance. But we don't have a skilled enough labor pool to fill the positions that will be created, which are in many cases technically demanding and require specialized skills. A decades-long series of idealistic educational policies with the expressed goal of getting every student to go to college has left a generation of potential workers out of the system. Touted as a progressive, egalitarian institution providing opportunity even to those with the greatest need, the American secondary school system has in fact deepened existing inequalities.We can do better, argue acclaimed sociologists Katherine Newman and Hella Winston. Taking a page from the successful experience of countries like Germany and Austria, where youth unemployment is a mere 7%, they call for a radical reevaluation of the idea of vocational training, long discredited as an instrument of tracking. The United States can prepare a new, high-performance labor force if we revamp our school system to value industry apprenticeship and rigorous technical education. By doing so, we will not only be able to meet the growing demand for skilled employees in dozens of sectors where employers decry the absence of well trained workers -- we will make the American Dream accessible to all. ...more",d7310206583a54b6,Books,£19.83,£19.83,£0.00,In stock (16 available),0
"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04,http://books.toscrape.com//media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg,Two,"Multiple storylines collide in this cosmos-spanning new volume. While Gwendolyn and Lying Cat risk everything to find a cure for The Will, Marko makes an uneasy alliance with Prince Robot IV to find their missing children, who are trapped on a strange world with terrifying new enemies. Collects Saga #25-30.",53a3d11bb568cc8b,Books,£51.04,£51.04,£0.00,In stock (16 available),0
"Saga, Volume 6 (Saga (Collected Editions) #6)",£25.02,http://books.toscrape.com//media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,Three,"After a dramatic time jump, the three-time Eisner Award winner for Best Continuing Series continues to evolve, as Hazel begins the most exciting adventure of her life: kindergarten. Meanwhile, her star-crossed family learns hard lessons of their own.Collects SAGA #31-36",c849f0b2f5d6a742,Books,£25.02,£25.02,£0.00,In stock (16 available),0
Security,£39.25,http://books.toscrape.com//media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,Two,"“Original and imaginative . . . Ripping suspense, sheer terror, and a wrenching love story.” —Sandra Brown, New York Times bestselling author of FrictionThe terrible truth about Manderley is that someone is always watching. Manderley Resort is a gleaming, new twenty-story hotel on the California coast. It’s about to open its doors, and the world--at least those with the me “Original and imaginative . . . Ripping suspense, sheer terror, and a wrenching love story.” —Sandra Brown, New York Times bestselling author of FrictionThe terrible truth about Manderley is that someone is always watching. Manderley Resort is a gleaming, new twenty-story hotel on the California coast. It’s about to open its doors, and the world--at least those with the means to afford it--will be welcomed into a palace of opulence and unparalleled security. But someone is determined that Manderley will never open. The staff has no idea that their every move is being watched, and over the next twelve hours they will be killed off, one by one. Writing in the tradition of Edgar Allan Poe and Stephen King, and with a deep bow to Daphne du Maurier, author Gina Wohlsdorf pairs narrative ingenuity and razor-wire prose with quick twists, sharp turns, and gasp-inducing terror. Security is grand guignol storytelling at its very best. A shocking thriller, a brilliant narrative puzzle, and a multifaceted love story unlike any other, Security marks the debut of a fearless and gifted writer. “Be surprised, be very surprised: Gina Wohlsdorf brings more than just plot twists and a terrifically tender love story to this thriller . . . It’s her playful homage to Hitchcock and du Maurier that had me reading, howling, and just plain loving this novel.” —Sara Gruen, author of At the Water’s Edge “Grand Hotel meets Psycho in the age of surveillance . . . Security is cinematically vivid, crisply written, and sharp enough to cut . . . Wohlsdorf brilliantly subverts our expectations of the action genre in this smart, shocking, poignant thriller.” —Emily Croy Barker, author of The Thinking Woman’s Guide to Real Magic “The thrill of this novel goes beyond its wickedly clever,  split-screen, high-tech wizardry—a kind of video gamer’s literary retake of Hitchcock’s Rear Window--and emanates  from its strange, disembodied narrator . . . The effect is terrifying, sexy, dizzying, and impossible to look away from.” —Tim Johnston, author of Descent “Shocking and filled with Tarantino-ish dark humor. . . Structurally reminiscent of the amazing Jennifer Egan,Wohlsdorf’s book is certainly a hybrid, like nothing else. Get ready.” —Ann Beattie, author of The State We’re In “Flawless . . . Security is perfectly tuned for blockbuster status . . . They don’t make a hotel big enough to house all the people who will want to read this, and soon, as in Manderley, all eyes will be on Wohlsdorf.” —Daniel Kraus, Booklist, starred review   ...more",6f78a0d744c35456,Books,£39.25,£39.25,£0.00,In stock (16 available),0
Soul Reader,£39.58,http://books.toscrape.com//media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,Two,Along with magic realism and a plethora of literary references throughout issues such as free will and identity flood the pages. What if your destiny was decided for you? What if you were meant for more?,e6af5bf1163c1151,Books,£39.58,£39.58,£0.00,In stock (16 available),0
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",£49.05,http://books.toscrape.com//media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg,Three,"In his midtwenties, Dave Asprey was a successful Silicon Valley multimillionaire. He also weighed 300 pounds, despite the fact that he was doing what doctors recommended: eating 1,800 calories a day and working out 90 minutes a day, six times a week. When his excess fat started causing brain fog and food cravings sapped his energy and willpower, Asprey turned to the same h In his midtwenties, Dave Asprey was a successful Silicon Valley multimillionaire. He also weighed 300 pounds, despite the fact that he was doing what doctors recommended: eating 1,800 calories a day and working out 90 minutes a day, six times a week. When his excess fat started causing brain fog and food cravings sapped his energy and willpower, Asprey turned to the same hacking techniques that made his fortune to ""hack"" his own biology, investing more than $300,000 and 15 years to uncover what was hindering his energy, performance, appearance, and happiness. From private brain EEG facilities to remote monasteries in Tibet, through radioactive brain scans, blood chemistry work, nervous system testing, and more, he explored traditional and alternative technologies to reach his physical and mental prime. The result? The Bulletproof Diet, an anti-inflammatory program for hunger-free, rapid weight loss and peak performance. The Bulletproof Diet will challenge—and change—the way you think about weight loss and wellness. You will skip breakfast, stop counting calories, eat high levels of healthy saturated fat, work out and sleep less, and add smart supplements.In doing so, you'll gain energy, build lean muscle, and watch the pounds melt off. By ditching traditional ""diet"" thinking, Asprey went from being overweight and sick in his twenties to maintaining a 100-pound weight loss, increasing his IQ, and feeling better than ever in his forties. The Bulletproof Diet is your blueprint to a better life. ...more",43c6a960757cf559,Books,£49.05,£49.05,£0.00,In stock (16 available),0
The Death of Humanity: and the Case for Life,£58.11,http://books.toscrape.com//media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,Four,"Do you believe human life is inherently valuable? Unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. To the disillusioned, human beings are a cosmic accident whose intrinsic value is worth no more than other animals.The Death of Humanity explores our culture's declining respe Do you believe human life is inherently valuable? Unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. To the disillusioned, human beings are a cosmic accident whose intrinsic value is worth no more than other animals.The Death of Humanity explores our culture's declining respect for the sanctity of human life, drawing on philosophy and history to reveal the dark road ahead for society if we lose our faith in human life. ...more",bd261725b99f5983,Books,£58.11,£58.11,£0.00,In stock (16 available),0
The Electric Pencil: Drawings from Inside State Hospital No. 3,£56.06,http://books.toscrape.com//media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg,One,"Deeds's subtle, meticulous, and wildly imaginative pencil and crayon drawings portray an unusual cast of characters: nineteenth-century dandies, Civil War soldiers, antique cars, fantastic boats and trains, country landscapes dotted with roaming animals, and fanciful architecture. None of these existed in the actual mid-twentieth-century landscape of Deeds's own life, but Deeds's subtle, meticulous, and wildly imaginative pencil and crayon drawings portray an unusual cast of characters: nineteenth-century dandies, Civil War soldiers, antique cars, fantastic boats and trains, country landscapes dotted with roaming animals, and fanciful architecture. None of these existed in the actual mid-twentieth-century landscape of Deeds's own life, but rather were representations of his inner world—an artist's poignant tribute to a faded past.Deeds lovingly bound his artwork in a cardboard and leather portfolio, a present for his mother. After being accidentally discarded in 1970, the album was rescued from the trash by a young boy and, thirty-six years later, came into the hands of artist and collector Harris Diamant, who provides the book's foreword. The Electric Pencil features all 283 of Deeds's arresting drawings—now avidly collected—done on ledger sheets from State Hospital No. 3 in Nevada, Missouri, and reproduced in the sequence of the original album. The Electric Pencil introduces readers to an astonishing record of one man's unwavering artistic vision in the face of the most inhospitable conditions. ...more",a30b270e25489e5c,Books,£56.06,£56.06,£0.00,In stock (16 available),0
The Gutsy Girl: Escapades for Your Life of Epic Adventure,£37.13,http://books.toscrape.com//media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,One,"Why should girls miss out on the joy of adventure? They can jump off rocks, swing on ropes, and climb trees just as well as boys can. But girls often allow fear to stand in their way.In The Gutsy Girl, author Caroline Paul emboldens girls to seek out a life of exhilaration. Once a young scaredy-cat herself, Caroline decided that fear got in the way of the life she wanted-- Why should girls miss out on the joy of adventure? They can jump off rocks, swing on ropes, and climb trees just as well as boys can. But girls often allow fear to stand in their way.In The Gutsy Girl, author Caroline Paul emboldens girls to seek out a life of exhilaration. Once a young scaredy-cat herself, Caroline decided that fear got in the way of the life she wanted--of excitement, confidence, self-reliance, friendship, and fun. She has since flown planes, rafted big rivers, climbed tall mountains, and fought fires as one of the first female firefighters in San Francisco. In The Gutsy Girl, she shares her greatest escapades as well as those of other girls and women from throughout history, and offers engaging activities such as confidence-building stances, creating a compass, positive self-talk, and using crickets to estimate outside temperatures. Each section includes a place for girls to “journal” their adventures, thus encouraging a new generation to develop a zest for challenges and a healthy relationship to risk. The Gutsy Girl is Lean In for young girls, a book about the glorious things that happen when you unshackle from fear and open up to exhilaration. Fully illustrated and enlivened throughout by bestselling illustrator Wendy MacNaughton's whimsical pen-and-ink drawings. ...more",acd86a5426e21ca0,Books,£37.13,£37.13,£0.00,In stock (16 available),0
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",£20.59,http://books.toscrape.com//media/cache/a5/b8/a5b8d2d5165a06fc762e8eaf8b04f98f.jpg,Five,"Slay Procrastination, Distraction, and Overwhelm!Who doesn’t want more time and energy for family, friends, and personal passions? Author Helene Segura coaches real people in the real world to operate more efficiently during the workday, so they can have a life outside it. Her engaging time management program caters to diverse learning styles, offering case studies that al Slay Procrastination, Distraction, and Overwhelm!Who doesn’t want more time and energy for family, friends, and personal passions? Author Helene Segura coaches real people in the real world to operate more efficiently during the workday, so they can have a life outside it. Her engaging time management program caters to diverse learning styles, offering case studies that allow readers to self-diagnose and zero in on the strategies most appropriate for them. Anyone wanting to streamline workflow and improve productivity can employ her wonderfully doable techniques — for clearing task lists, handling reminder systems, scheduling a variety of priorities, and even managing emails and phone calls. Thanks to Segura’s astute attention to personality, The Inefficiency Assassin meets readers where they are struggling and details quick and easy-to-implement strategies to, as Segura promises, “kick chaos to the curb.” ...more",8c9e6bf2467d740d,Books,£20.59,£20.59,£0.00,In stock (16 available),0
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",£23.89,http://books.toscrape.com//media/cache/c9/eb/c9eb6ecf45abf796df0044600db65e55.jpg,Four,"Is anxiety and fear a problem for you? Have you tried to win the war with your anxious mind and body, only to end up feeling frustrated, powerless, and stuck? If so, you’re not alone. But there is a way forward, a path into genuine happiness, and a way back into living the kind of life you so desperately want. This workbook will help you get started on this new journey tod Is anxiety and fear a problem for you? Have you tried to win the war with your anxious mind and body, only to end up feeling frustrated, powerless, and stuck? If so, you’re not alone. But there is a way forward, a path into genuine happiness, and a way back into living the kind of life you so desperately want. This workbook will help you get started on this new journey today!Now in its second edition, The Mindfulness and Acceptance Workbook for Anxiety offers a new approach to your anxiety, fears, and your life. Within its pages, you’ll find a powerful and tested set of tools and strategies to help you gain freedom from fear, trauma, worry, and all the many manifestations of anxiety and fear. The book offers an empowering approach to help you create the kind of life you so desperately want to live.Based on a revolutionary approach to psychological health and wellness called acceptance and commitment therapy (ACT), this fully revised and updated second edition offers compelling new exercises to help you create the conditions for your own genuine happiness and peace of mind. You’ll learn how your mind can trap you, keeping you stuck and struggling in anxiety and fear. You’ll also discover ways to nurture your capacity for acceptance, mindfulness, kindness, and compassion, and use these qualities to weaken the power of anxiety and fear so that you can gain the space do what truly matters to you. Now is the time.Nobody chooses anxiety. And there is no healthy way to “turn off” anxious thoughts and feelings like a light switch. But you can learn to break free from the shackles of anxiety and fear and take back your life. The purpose of this workbook is to help you do just that. Your life is calling on you to make that choice, and the skills in this workbook can help you make it happen. You can live better, more fully, and more richly with or without anxiety and fear. This book will show you the way.This book has been awarded The Association for Behavioral and Cognitive Therapies Self-Help Seal of Merit — an award bestowed on outstanding self-help books that are consistent with cognitive behavioral therapy (CBT) principles and that incorporate scientifically tested strategies for overcoming mental health difficulties. Used alone or in conjunction with therapy, our books offer powerful tools readers can use to jump-start changes in their lives. ...more",31075275518532d7,Books,£23.89,£23.89,£0.00,In stock (16 available),0
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,£42.96,http://books.toscrape.com//media/cache/a3/9e/a39e7c5c9fc61c2ae0f81116aa8cbb0e.jpg,Four,"Renowned ornithologist Tim Birkhead opens this gripping story as a female guillemot chick hatches, already carrying her full quota of tiny eggs within her undeveloped ovary. As she grows into adulthood, only a few of her eggs mature, are released into the oviduct, and are fertilized by sperm stored from copulation that took place days or weeks earlier. Within a matter of h Renowned ornithologist Tim Birkhead opens this gripping story as a female guillemot chick hatches, already carrying her full quota of tiny eggs within her undeveloped ovary. As she grows into adulthood, only a few of her eggs mature, are released into the oviduct, and are fertilized by sperm stored from copulation that took place days or weeks earlier. Within a matter of hours, the fragile yolk is surrounded by albumen and the whole is gradually encased within a turquoise jewel of a shell. Soon afterward the fully formed egg is expelled onto a bare rocky ledge, where it will be incubated for four weeks before another chick emerges and the life cycle begins again. A Bird's Egg is about how eggs in general are made, fertilized, developed, and hatched. The eggs of most birds spend just 24 hours in the oviduct; however, that journey takes 48 hours in cuckoos, which surreptitiously lay their eggs in the nests of other birds. From the earliest times, the study of birds' ovaries and ova (eggs) played a vital role in the quest to unravel the mysteries of fertilization and embryo development in humans. Birkhead uses birds' eggs as wondrous portals into natural history, enlivened by the stories of naturalists and scientists, including Birkhead and his students, whose discoveries have advanced current scientific knowledge of reproduction. ...more",aadee1c326d286e3,Books,£42.96,£42.96,£0.00,In stock (16 available),0
